timestamp,path,name,download (in secs),MB,min,url
20201110 08:21:27,D:\musica\reloaded\20201109_djci.mp3,djci,10,84,92,https://media.deejay.it/2020/11/09/episodes/deejay_chiama_italia/20201109.mp3
20201110 08:21:32,D:\musica\reloaded\20201109_epcc.mp3,epcc,5,41,45,https://media.deejay.it/2020/11/09/episodes/catteland/20201109.mp3
20201110 17:36:00,D:\musica\reloaded\20201110_cr31.mp3,cr31,9,77,84,https://media.deejay.it/2020/11/10/episodes/chiamate_roma_triuno_triuno/20201110.mp3
20201110 17:36:10,D:\musica\reloaded\20201110_djci.mp3,djci,10,85,93,https://media.deejay.it/2020/11/10/episodes/deejay_chiama_italia/20201110.mp3
20201110 17:36:15,D:\musica\reloaded\20201110_epcc.mp3,epcc,5,41,45,https://media.deejay.it/2020/11/10/episodes/catteland/20201110.mp3
20201111 14:28:41,D:\musica\reloaded\20201111_djci.mp3,djci,11,82,89,https://media.deejay.it/2020/11/11/episodes/deejay_chiama_italia/20201111.mp3
20201111 14:28:47,D:\musica\reloaded\20201111_epcc.mp3,epcc,5,39,43,https://media.deejay.it/2020/11/11/episodes/catteland/20201111.mp3
20201112 14:26:54,D:\musica\reloaded\20201111_cr31.mp3,cr31,10,78,85,https://media.deejay.it/2020/11/11/episodes/chiamate_roma_triuno_triuno/20201111.mp3
20201112 14:27:05,D:\musica\reloaded\20201112_djci.mp3,djci,9,82,90,https://media.deejay.it/2020/11/12/episodes/deejay_chiama_italia/20201112.mp3
20201112 14:27:09,D:\musica\reloaded\20201112_epcc.mp3,epcc,4,39,43,https://media.deejay.it/2020/11/12/episodes/catteland/20201112.mp3
20201113 18:41:41,D:\musica\reloaded\20201112_cr31.mp3,cr31,13,79,87,https://media.deejay.it/2020/11/12/episodes/chiamate_roma_triuno_triuno/20201112.mp3
20201113 18:41:57,D:\musica\reloaded\20201113_cr31.mp3,cr31,12,78,85,https://media.deejay.it/2020/11/13/episodes/chiamate_roma_triuno_triuno/20201113.mp3
20201113 18:42:10,D:\musica\reloaded\20201113_djci.mp3,djci,13,81,89,https://media.deejay.it/2020/11/13/episodes/deejay_chiama_italia/20201113.mp3
20201113 18:42:16,D:\musica\reloaded\20201113_epcc.mp3,epcc,5,40,43,https://media.deejay.it/2020/11/13/episodes/catteland/20201113.mp3
20201114 17:12:30,D:\musica\reloaded\20201114_djfc.mp3,djfc,7,54,59,https://media.deejay.it/2020/11/14/episodes/deejay_football_club/20201114.mp3
20201116 21:52:10,D:\musica\reloaded\20201115_djtc.mp3,djtc,9,41,45,https://media.deejay.it/2020/11/15/episodes/deejay_training_center/20201115.mp3
20201116 21:52:21,D:\musica\reloaded\20201116_cr31.mp3,cr31,11,76,83,https://media.deejay.it/2020/11/16/episodes/chiamate_roma_triuno_triuno/20201116.mp3
20201116 21:52:34,D:\musica\reloaded\20201116_djci.mp3,djci,12,83,91,https://media.deejay.it/2020/11/16/episodes/deejay_chiama_italia/20201116.mp3
20201116 21:52:41,D:\musica\reloaded\20201116_epcc.mp3,epcc,6,40,44,https://media.deejay.it/2020/11/16/episodes/catteland/20201116.mp3
20201117 18:05:44,D:\musica\reloaded\20201117_cr31.mp3,cr31,13,78,85,https://media.deejay.it/2020/11/17/episodes/chiamate_roma_triuno_triuno/20201117.mp3
20201117 18:05:52,D:\musica\reloaded\20201117_epcc.mp3,epcc,7,40,44,https://media.deejay.it/2020/11/17/episodes/catteland/20201117.mp3
20201117 20:41:05,D:\musica\reloaded\20201117_djci.mp3,djci,14,83,91,https://media.deejay.it/2020/11/17/episodes/deejay_chiama_italia/20201117.mp3
20201118 14:02:38,D:\musica\reloaded\20201118_cr31.mp3,cr31,48,80,87,https://media.deejay.it/2020/11/18/episodes/chiamate_roma_triuno_triuno/20201118.mp3
20201118 14:03:01,D:\musica\reloaded\20201118_djci.mp3,djci,23,85,93,https://media.deejay.it/2020/11/18/episodes/deejay_chiama_italia/20201118.mp3
20201118 14:03:07,D:\musica\reloaded\20201118_epcc.mp3,epcc,6,40,44,https://media.deejay.it/2020/11/18/episodes/catteland/20201118.mp3
20201119 20:53:58,D:\musica\reloaded\20201119_cr31.mp3,cr31,10,77,84,https://media.deejay.it/2020/11/19/episodes/chiamate_roma_triuno_triuno/20201119.mp3
20201119 20:54:09,D:\musica\reloaded\20201119_djci.mp3,djci,10,80,88,https://media.deejay.it/2020/11/19/episodes/deejay_chiama_italia/20201119.mp3
20201119 20:54:15,D:\musica\reloaded\20201119_epcc.mp3,epcc,6,39,42,https://media.deejay.it/2020/11/19/episodes/catteland/20201119.mp3
20201121 09:21:48,D:\musica\reloaded\20201120_cr31.mp3,cr31,11,76,83,https://media.deejay.it/2020/11/20/episodes/chiamate_roma_triuno_triuno/20201120.mp3
20201121 09:22:00,D:\musica\reloaded\20201120_djci.mp3,djci,11,83,90,https://media.deejay.it/2020/11/20/episodes/deejay_chiama_italia/20201120.mp3
20201121 09:22:06,D:\musica\reloaded\20201120_epcc.mp3,epcc,4,39,43,https://media.deejay.it/2020/11/20/episodes/catteland/20201120.mp3
20201122 18:54:44,D:\musica\reloaded\20201121_djfc.mp3,djfc,10,53,58,https://media.deejay.it/2020/11/21/episodes/deejay_football_club/20201121.mp3
20201122 18:54:50,D:\musica\reloaded\20201122_djtc.mp3,djtc,5,43,48,https://media.deejay.it/2020/11/22/episodes/deejay_training_center/20201122.mp3
20201123 22:06:14,D:\musica\reloaded\20201123_cr31.mp3,cr31,9,81,88,https://media.deejay.it/2020/11/23/episodes/chiamate_roma_triuno_triuno/20201123.mp3
20201123 22:06:24,D:\musica\reloaded\20201123_djci.mp3,djci,10,83,91,https://media.deejay.it/2020/11/23/episodes/deejay_chiama_italia/20201123.mp3
20201123 22:06:30,D:\musica\reloaded\20201123_epcc.mp3,epcc,5,44,48,https://media.deejay.it/2020/11/23/episodes/catteland/20201123.mp3
20201124 18:24:01,D:\musica\reloaded\20201124_cr31.mp3,cr31,9,81,89,https://media.deejay.it/2020/11/24/episodes/chiamate_roma_triuno_triuno/20201124.mp3
20201124 18:24:12,D:\musica\reloaded\20201124_djci.mp3,djci,11,87,95,https://media.deejay.it/2020/11/24/episodes/deejay_chiama_italia/20201124.mp3
20201124 18:24:18,D:\musica\reloaded\20201124_epcc.mp3,epcc,5,42,46,https://media.deejay.it/2020/11/24/episodes/catteland/20201124.mp3
20201125 13:28:26,D:\musica\reloaded\20201125_cr31.mp3,cr31,10,80,87,https://media.deejay.it/2020/11/25/episodes/chiamate_roma_triuno_triuno/20201125.mp3
20201125 13:28:37,D:\musica\reloaded\20201125_djci.mp3,djci,10,84,92,https://media.deejay.it/2020/11/25/episodes/deejay_chiama_italia/20201125.mp3
20201125 13:28:42,D:\musica\reloaded\20201125_epcc.mp3,epcc,5,43,47,https://media.deejay.it/2020/11/25/episodes/catteland/20201125.mp3
20201126 13:21:34,D:\musica\reloaded\20201126_cr31.mp3,cr31,11,85,93,https://media.deejay.it/2020/11/26/episodes/chiamate_roma_triuno_triuno/20201126.mp3
20201126 13:21:46,D:\musica\reloaded\20201126_djci.mp3,djci,11,83,91,https://media.deejay.it/2020/11/26/episodes/deejay_chiama_italia/20201126.mp3
20201126 13:21:52,D:\musica\reloaded\20201126_epcc.mp3,epcc,4,41,45,https://media.deejay.it/2020/11/26/episodes/catteland/20201126.mp3
20201127 13:21:39,D:\musica\reloaded\20201127_cr31.mp3,cr31,11,81,89,https://media.deejay.it/2020/11/27/episodes/chiamate_roma_triuno_triuno/20201127.mp3
20201127 13:21:51,D:\musica\reloaded\20201127_djci.mp3,djci,10,85,94,https://media.deejay.it/2020/11/27/episodes/deejay_chiama_italia/20201127.mp3
20201127 13:22:07,D:\musica\reloaded\20201127_epcc.mp3,epcc,15,43,47,https://media.deejay.it/2020/11/27/episodes/catteland/20201127.mp3
20201128 17:42:32,D:\musica\reloaded\20201128_djfc.mp3,djfc,6,56,61,https://media.deejay.it/2020/11/28/episodes/deejay_football_club/20201128.mp3
20201130 14:48:01,D:\musica\reloaded\20201129_djtc.mp3,djtc,6,47,51,https://media.deejay.it/2020/11/29/episodes/deejay_training_center/20201129.mp3
20201130 14:48:12,D:\musica\reloaded\20201130_cr31.mp3,cr31,9,80,88,https://media.deejay.it/2020/11/30/episodes/chiamate_roma_triuno_triuno/20201130.mp3
20201130 14:48:22,D:\musica\reloaded\20201130_djci.mp3,djci,10,88,96,https://media.deejay.it/2020/11/30/episodes/deejay_chiama_italia/20201130.mp3
20201130 14:48:27,D:\musica\reloaded\20201130_epcc.mp3,epcc,5,42,46,https://media.deejay.it/2020/11/30/episodes/catteland/20201130.mp3
20201201 19:30:06,D:\musica\reloaded\20201201_cr31.mp3,cr31,14,81,89,https://media.deejay.it/2020/12/01/episodes/chiamate_roma_triuno_triuno/20201201.mp3
20201201 19:30:17,D:\musica\reloaded\20201201_djci.mp3,djci,11,87,95,https://media.deejay.it/2020/12/01/episodes/deejay_chiama_italia/20201201.mp3
20201201 19:30:24,D:\musica\reloaded\20201201_epcc.mp3,epcc,7,44,48,https://media.deejay.it/2020/12/01/episodes/catteland/20201201.mp3
20201202 21:01:00,D:\musica\reloaded\20201202_cr31.mp3,cr31,11,79,87,https://media.deejay.it/2020/12/02/episodes/chiamate_roma_triuno_triuno/20201202.mp3
20201202 21:01:12,D:\musica\reloaded\20201202_djci.mp3,djci,11,85,93,https://media.deejay.it/2020/12/02/episodes/deejay_chiama_italia/20201202.mp3
20201202 21:01:18,D:\musica\reloaded\20201202_epcc.mp3,epcc,6,41,45,https://media.deejay.it/2020/12/02/episodes/catteland/20201202.mp3
20201205 11:01:05,D:\musica\reloaded\20201203_cr31.mp3,cr31,9,77,84,https://media.deejay.it/2020/12/03/episodes/chiamate_roma_triuno_triuno/20201203.mp3
20201205 11:01:16,D:\musica\reloaded\20201203_djci.mp3,djci,10,85,93,https://media.deejay.it/2020/12/03/episodes/deejay_chiama_italia/20201203.mp3
20201205 11:01:21,D:\musica\reloaded\20201203_epcc.mp3,epcc,5,42,47,https://media.deejay.it/2020/12/03/episodes/catteland/20201203.mp3
20201205 11:01:33,D:\musica\reloaded\20201204_djci.mp3,djci,10,82,90,https://media.deejay.it/2020/12/04/episodes/deejay_chiama_italia/20201204.mp3
20201205 11:01:41,D:\musica\reloaded\20201204_epcc.mp3,epcc,7,42,46,https://media.deejay.it/2020/12/04/episodes/catteland/20201204.mp3
20201208 13:22:53,D:\musica\reloaded\20201205_djfc.mp3,djfc,9,48,53,https://media.deejay.it/2020/12/05/episodes/deejay_football_club/20201205.mp3
20201208 13:23:01,D:\musica\reloaded\20201206_djtc.mp3,djtc,7,44,49,https://media.deejay.it/2020/12/06/episodes/deejay_training_center/20201206.mp3
20201208 13:23:13,D:\musica\reloaded\20201207_djci.mp3,djci,10,86,94,https://media.deejay.it/2020/12/07/episodes/deejay_chiama_italia/20201207.mp3
20201208 13:23:19,D:\musica\reloaded\20201207_epcc.mp3,epcc,6,46,50,https://media.deejay.it/2020/12/07/episodes/catteland/20201207.mp3
20201208 13:23:31,D:\musica\reloaded\20201208_djci.mp3,djci,10,84,92,https://media.deejay.it/2020/12/08/episodes/deejay_chiama_italia/20201208.mp3
